employee_id,hire_date,term_date,first_name,last_name,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,term_type,term_reason,active_status,gender,race,birth_date,education,location,location_city,marital_status,employment_status
4419438741,2012-04-08,,Karry,Bortolomei,R&D,Prototyping,9694868022.0,44493250.0,9928084959.0,12104572130.0,Individual Contributor,92600,,,1,Female,Caucasian,1/10/1994,Bachelor's degree,Remote,Austin,Single,Full Time
4420491057,2020-02-17,,Wolf,Masding,Operations,Supply Chain,5011019034.0,2308855907.0,8495424892.0,12104572130.0,Individual Contributor,77796,,,1,Male,Caucasian,1/1/1996,Bachelor's degree,Remote,Boston,Married,Full Time
4422482610,2015-04-02,,Antoni,Moden,Software,Software Development,1896476846.0,21007178.0,12104572130.0,,Team Lead,95794,,,1,Male,Asian,9/2/1996,Master's degree,Remote,Charlotte,Single,Full Time
4422581426,2012-09-12,,Arty,Glanfield,Software,QA,6220406640.0,9451957864.0,12104572130.0,,Team Lead,112949,,,1,Male,Caucasian,9/1/1992,Bachelor's degree,Remote,Denver,Single,Full Time
4422899358,2016-10-12,,Hort,Longmead,Software,Software Development,497634368.0,6851422667.0,7357925070.0,12104572130.0,Individual Contributor,75437,,,1,Male,Caucasian,10/24/1997,Bachelor's degree,Remote,Seattle,Single,Full Time
4425264550,2019-03-07,,Inger,Uglow,Software,Software Development,6981816821.0,3331241071.0,21007178.0,12104572130.0,Individual Contributor,83531,,,1,Male,Caucasian,3/23/1982,Master's degree,Remote,Dallas,Single,Full Time
4426824972,2021-12-08,,Carroll,Drewe,Operations,Supply Chain,6846380854.0,91052068.0,8495424892.0,12104572130.0,Individual Contributor,69540,,,1,Female,Caucasian,10/21/1999,Bachelor's degree,Remote,San Antonio,Single,Full Time
4430186240,2019-04-06,,Denys,Weighell,HR,Benefits,7870535481.0,12104572130.0,,,Manager,95589,,,1,Male,Caucasian,5/24/1985,Master's degree,Remote,Denver,Single,Full Time
4432379418,2021-05-26,,Adelbert,Bland,Software,Technical Support,3899613071.0,7297337598.0,5942974370.0,12104572130.0,Individual Contributor,81688,,,1,Male,Other,5/22/1967,Bachelor's degree,Remote,Denver,Married,Full Time
4434926949,2019-05-12,,Nevil,Schonfelder,Procurement,Vendor Management,6486351829.0,1055062301.0,4284772434.0,12104572130.0,Individual Contributor,53947,,,1,Male,Caucasian,4/20/1992,Bachelor's degree,Remote,Charlotte,Single,Full Time
4436894438,2019-05-09,,Rudyard,Barnsley,Sales,Account Management,8500502990.0,4510582791.0,390131335.0,12104572130.0,Individual Contributor,66909,,,1,Male,Caucasian,9/26/1992,Master's degree,Remote,Washington DC,Single,Full Time
4437501283,2017-11-13,,Hailee,Sprankling,Operations,Project Management,6989083548.0,9107093688.0,1740357466.0,12104572130.0,Individual Contributor,67202,,,1,Female,Hispanic,4/4/1986,,Remote,Philadelphia,Single,Contract
4440178400,2015-09-15,,Eddie,O'Hear,Operations,Project Management,2173035137.0,1740357466.0,12104572130.0,,Team Lead,88239,,,1,Male,Caucasian,1/2/1992,Bachelor's degree,Remote,Columbus,Single,Full Time
4442795987,2017-04-27,,Ag,Beddow,Customer Service,Technical Support,2491385131.0,6384586478.0,9657388599.0,12104572130.0,Individual Contributor,49660,,,1,Female,African American,2/21/1982,Bachelor's degree,On-site,Los Angeles,Single,Contract
4448074485,2020-08-22,2021-06-11,Haze,Richmont,Sales,Sales Operations,7245393338.0,2188325953.0,12104572130.0,,Team Lead,70558,Voluntary,Found a better opportunity,0,Male,Caucasian,9/23/1984,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4449393964,2013-11-01,,Alfons,Stegell,Software,QA,845532734.0,3899352413.0,9368442131.0,12104572130.0,Individual Contributor,74166,,,1,Male,Caucasian,7/13/1994,Bachelor's degree,Remote,Houston,Single,Full Time
4449767578,2016-05-11,,Beryl,Vibert,Finance,Auditing,7732477252.0,5350093764.0,4691268378.0,12104572130.0,Individual Contributor,91441,,,1,Female,Caucasian,8/1/1977,Bachelor's degree,Remote,San Diego,Married,Full Time
4450659962,2017-08-18,,Judah,Eplett,Operations,Project Management,6292544396.0,3322788387.0,9843016922.0,12104572130.0,Individual Contributor,78003,,,1,Male,Caucasian,9/12/1985,Bachelor's degree,Remote,San Francisco,Married,Full Time
4452281570,2015-02-12,,Petey,Galier,Marketing,Advertising,8258486776.0,4057075270.0,4092540016.0,12104572130.0,Individual Contributor,67100,,,1,Male,African American,8/30/1991,Bachelor's degree,Remote,Phoenix,Single,Full Time
4454204290,2021-02-07,,Dalia,Roggero,Software,Technical Support,719280514.0,9900405594.0,9195070758.0,12104572130.0,Individual Contributor,89370,,,1,Female,Caucasian,3/22/2001,Bachelor's degree,On-site,San Francisco,Single,Full Time
4455700470,2014-02-23,,Holden,Stachini,Administration,Travel,409650215.0,7529168424.0,8199309593.0,12104572130.0,Individual Contributor,64664,,,1,Male,Caucasian,8/27/1983,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4458114455,2016-12-27,,Mycah,Stokey,Software,Technical Support,7392629634.0,1900946112.0,6268712051.0,12104572130.0,Individual Contributor,106443,,,1,Male,Caucasian,1/12/1996,Bachelor's degree,Remote,San Antonio,Single,Full Time
4459476812,2021-09-18,,Elia,Caistor,Marketing,Marketing Research,3161556206.0,4057075270.0,1949400041.0,12104572130.0,Individual Contributor,65828,,,1,Male,Caucasian,12/15/1990,Bachelor's degree,Remote,New York,Single,Full Time
4464951762,2012-05-08,,Petronia,Giametti,Operations,Logistics,9226251943.0,409629656.0,8488156355.0,12104572130.0,Individual Contributor,84585,,,1,Female,Caucasian,9/22/1993,Bachelor's degree,On-site,Los Angeles,Married,Full Time
4465484300,2015-09-13,,Reinald,Isaaksohn,Software,QA,7867526343.0,4097584094.0,226422921.0,12104572130.0,Individual Contributor,95533,,,1,Male,Caucasian,6/5/1970,Bachelor's degree,Remote,Austin,Married,Full Time
4471286397,2017-01-25,,Kippar,Drohun,Software,QA,198705652.0,9798129566.0,9451957864.0,12104572130.0,Individual Contributor,93870,,,1,Male,Caucasian,6/12/2000,Bachelor's degree,Remote,Columbus,Married,Full Time
4472036983,2014-04-22,,Marwin,Vonasek,Legal,Corporate Law,5378368635.0,5945473723.0,5930096966.0,12104572130.0,Individual Contributor,111363,,,1,Male,Caucasian,6/4/1993,Master's degree,On-site,Los Angeles,Married,Full Time
4482177020,2015-01-11,,Uta,Davage,Procurement,Supply Chain,4231200049.0,6827380667.0,4284772434.0,12104572130.0,Individual Contributor,60413,,,1,Female,Caucasian,12/2/1982,Bachelor's degree,Remote,Dallas,Married,Full Time
4482496402,2021-08-09,,Olly,Avo,HR,Benefits,23580165.0,9510187895.0,5940412697.0,12104572130.0,Individual Contributor,59237,,,1,Female,Hispanic,7/31/1984,Bachelor's degree,Remote,San Diego,Single,Full Time
4486189417,2014-01-21,,Aidan,Seebert,Sales,Account Management,5608227969.0,8949267496.0,4932459135.0,12104572130.0,Individual Contributor,82578,,,1,Female,Caucasian,6/24/1999,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4491087506,2014-03-23,,Brodie,Gergher,Software,QA,9666212537.0,6220406640.0,9451957864.0,12104572130.0,Individual Contributor,94771,,,1,Male,Caucasian,12/22/1984,Bachelor's degree,Remote,Fort Worth,Single,Full Time
4498722283,2013-05-23,,Hastings,Bettam,Operations,Supply Chain,2779182551.0,5857782715.0,9452810041.0,12104572130.0,Individual Contributor,67367,,,1,Male,Caucasian,10/30/1992,Bachelor's degree,Remote,New York,Single,Full Time
4501601020,2019-05-03,,Emiline,Auchterlonie,Software,Technical Support,7069124836.0,2172742437.0,1091647106.0,12104572130.0,Individual Contributor,104659,,,1,Female,Caucasian,12/10/1999,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4502528035,2019-02-13,,Reilly,Nappin,Software,Technical Support,259741855.0,12104572130.0,,,Manager,115215,,,1,Male,Caucasian,8/12/1968,Bachelor's degree,Remote,Indianapolis,Married,Full Time
4502619089,2012-01-11,,Pauly,English,Marketing,Public Relations,5601261629.0,2448499492.0,2813655685.0,12104572130.0,Individual Contributor,81516,,,1,Male,Caucasian,9/14/1994,Bachelor's degree,Remote,Fort Worth,Single,Full Time
4503437357,2020-01-02,,Nico,Moorfield,Sales,Account Management,8500502990.0,2747567836.0,1074347333.0,12104572130.0,Individual Contributor,61970,,,1,Male,Caucasian,2/1/1994,Associate's degree,Remote,Denver,Married,Full Time
4505993889,2017-08-02,,Killie,Benza,Operations,Supply Chain,3370693887.0,5721091419.0,9843016922.0,12104572130.0,Individual Contributor,79183,,,1,Male,Caucasian,12/5/1992,Master's degree,Remote,Phoenix,Single,Full Time
4506693985,2014-01-19,,Fredrick,Kohter,HR,Recruiting,302887809.0,12104572130.0,,,Manager,77296,,,1,Male,Caucasian,1/2/1999,Bachelor's degree,Remote,Columbus,Single,Full Time
4509773399,2019-12-06,,Adlai,Wilsey,Finance,Financial Planning,3225775822.0,12104572130.0,,,Manager,105966,,,1,Male,Caucasian,11/8/1992,Bachelor's degree,Remote,Washington DC,Married,Full Time
4510582791,2015-06-24,,Kerby,Piller,Sales,Account Management,3142852362.0,12104572130.0,,,Manager,85931,,,1,Male,Caucasian,2/22/1991,Bachelor's degree,On-site,San Francisco,Single,Full Time
4517441110,2015-11-25,,Bent,Fillingham,R&D,Prototyping,1490454440.0,6611224171.0,3792599203.0,12104572130.0,Individual Contributor,75737,,,1,Male,Caucasian,6/21/1988,Master's degree,Remote,Seattle,Single,Full Time
4518776202,2021-04-07,,Benoite,Wakely,Sales,Business Development,4726691640.0,1093449526.0,5701309242.0,12104572130.0,Individual Contributor,68395,,,1,Female,Caucasian,12/7/1999,Bachelor's degree,Remote,San Jose,Single,Full Time
4521656077,2019-03-15,,Alford,Offer,Operations,Project Management,9843016922.0,12104572130.0,,,Manager,92778,,,1,Male,Asian,10/6/1981,Bachelor's degree,Remote,Jacksonville,Single,Full Time
4521790703,2020-08-23,,Audi,Clendening,Finance,Financial Planning,823014046.0,3972048378.0,3615825420.0,12104572130.0,Individual Contributor,67282,,,1,Female,Caucasian,1/5/1982,Master's degree,Remote,Indianapolis,Married,Full Time
4523017052,2021-07-28,,Alaster,Vescovini,Finance,Financial Planning,2013815960.0,7265175724.0,5400546882.0,12104572130.0,Individual Contributor,72834,,,1,Male,Caucasian,4/4/1962,Bachelor's degree,Remote,San Francisco,Married,Full Time
4523085083,2018-03-28,2019-01-02,Enrico,Molder,HR,Recruiting,2961977508.0,9487817572.0,7870535481.0,12104572130.0,Individual Contributor,78082,Voluntary,Better salary,0,Male,Caucasian,2/13/1993,Master's degree,Remote,Seattle,Single,Full Time
4524428989,2019-07-29,,Ogdon,Titterell,Operations,Logistics,7626222393.0,91052068.0,9843016922.0,12104572130.0,Individual Contributor,56185,,,1,Male,African American,8/1/1997,Bachelor's degree,Remote,San Antonio,Single,Full Time
4524447811,2014-03-11,,Aprilette,Grandisson,Marketing,Public Relations,4092540016.0,12104572130.0,,,Manager,86808,,,1,Female,Caucasian,6/13/1986,Bachelor's degree,Remote,Seattle,Single,Full Time
4527024823,2016-09-29,,Christos,Staynes,Sales,Business Development,2169536929.0,12104572130.0,,,Manager,74871,,,1,Male,Hispanic,3/19/2002,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4527470750,2019-11-13,,Stacey,Crevagh,Customer Service,Customer Support,9705951632.0,6214299923.0,9657388599.0,12104572130.0,Individual Contributor,70673,,,1,Female,Caucasian,1/23/1995,Bachelor's degree,Remote,Columbus,Married,Full Time
4527557209,2018-08-26,,Brooks,Pettko,Marketing,Marketing Research,9374294983.0,2271051594.0,9743222543.0,12104572130.0,Individual Contributor,74461,,,1,Male,Caucasian,10/25/1997,Bachelor's degree,Remote,Austin,Married,Full Time
4530054630,2018-10-01,,Lorant,Penhall,Software,Software Development,4645585274.0,877337451.0,21007178.0,12104572130.0,Individual Contributor,97647,,,1,Male,Caucasian,4/13/1994,Bachelor's degree,Remote,San Antonio,Single,Full Time
4531005901,2021-01-18,2021-10-28,Reggi,Hukin,Sales,Account Management,6531988791.0,7245393338.0,8057668487.0,12104572130.0,Individual Contributor,75183,Voluntary,More flexible benefits,0,Female,Caucasian,4/14/1981,Associate's degree,On-site,San Francisco,Single,Full Time
4531327870,2017-07-20,,Worth,Copsey,Operations,Project Management,4440178400.0,8326227722.0,8495424892.0,12104572130.0,Individual Contributor,63404,,,1,Male,Other,6/24/1993,Bachelor's degree,Remote,New York,Single,Full Time
4537024816,2017-10-11,,Bendix,Brettle,Software,Technical Support,3899613071.0,1583872264.0,259741855.0,12104572130.0,Individual Contributor,105755,,,1,Male,Caucasian,11/21/1978,Bachelor's degree,Remote,New York,Single,Full Time
4537421766,2019-06-11,,Feodora,Sharpless,Procurement,Procurement,2779139578.0,8886609535.0,3570683418.0,12104572130.0,Individual Contributor,69235,,,1,Female,Caucasian,12/21/1971,Bachelor's degree,Remote,Chicago,Married,Full Time
4547308100,2020-05-19,,Avie,Geindre,Software,Software Development,399958811.0,9195070758.0,12104572130.0,,Team Lead,97207,,,1,Female,Caucasian,2/6/1991,Bachelor's degree,Remote,Fort Worth,Single,Full Time
4547954900,2019-08-02,,Kliment,Dionsetto,Marketing,Public Relations,6790368933.0,776913542.0,4092540016.0,12104572130.0,Individual Contributor,90926,,,1,Male,Caucasian,8/4/1997,Bachelor's degree,Remote,Washington DC,Single,Full Time
4549575979,2012-07-22,,Lexis,Boxill,Procurement,Vendor Management,9111893546.0,7582291716.0,584122183.0,12104572130.0,Individual Contributor,60844,,,1,Female,Caucasian,3/28/1983,Bachelor's degree,On-site,Dallas,Married,Full Time
4549854048,2017-08-23,,Gun,Hrus,Product Development,Project Management,5793341199.0,2316448272.0,12104572130.0,,Team Lead,89183,,,1,Male,Caucasian,9/10/1984,Bachelor's degree,Remote,Phoenix,Single,Contract
4549900708,2015-01-24,,Jacques,Corris,R&D,Product Design,4691487226.0,12104572130.0,,,Manager,98106,,,1,Male,Native American,4/13/1985,Bachelor's degree,On-site,Dallas,Single,Full Time
4552948373,2019-12-24,,Jess,Gewer,Sales,Account Management,5044231817.0,7246033069.0,3664844848.0,12104572130.0,Individual Contributor,65445,,,1,Male,Caucasian,12/15/1991,Bachelor's degree,Remote,San Jose,Single,Full Time
4555461339,2017-06-24,,Dag,Tidy,Administration,Executive Assistants,3301482371.0,2749334301.0,8199309593.0,12104572130.0,Individual Contributor,69049,,,1,Male,Caucasian,11/10/1999,Bachelor's degree,On-site,Los Angeles,Married,Full Time
4556282748,2014-01-31,,Law,Golda,HR,Benefits,6374130822.0,2656122790.0,302887809.0,12104572130.0,Individual Contributor,71087,,,1,Male,Caucasian,6/24/1983,Bachelor's degree,Remote,Seattle,Single,Full Time
4559271519,2015-02-27,,Sheridan,Rubinfeld,Administration,Facilities,1418187999.0,4609895564.0,7922516714.0,12104572130.0,Individual Contributor,60448,,,1,Male,Hispanic,6/1/1989,Bachelor's degree,Remote,Washington DC,Married,Full Time
4560015355,2021-06-20,2021-08-22,Evaleen,Eim,Administration,Facilities,1626346501.0,2840761127.0,6630511380.0,12104572130.0,Individual Contributor,73213,Voluntary,Better salary,0,Female,Caucasian,11/5/1999,Bachelor's degree,On-site,Los Angeles,Married,Full Time
4560449666,2019-08-19,,Corina,Stoyle,Operations,Project Management,4923426918.0,409629656.0,1740357466.0,12104572130.0,Individual Contributor,64089,,,1,Female,Caucasian,11/12/1994,Master's degree,Remote,Austin,Single,Full Time
4560614977,2014-06-06,,Bambie,O'Donnell,Product Development,Project Management,2372871770.0,5793341199.0,5207980214.0,12104572130.0,Individual Contributor,92677,,,1,Female,Caucasian,5/6/1992,Master's degree,On-site,San Francisco,Single,Full Time
4564365870,2019-03-09,,Pebrook,Northleigh,HR,Training,3333771992.0,8855479112.0,1871591752.0,12104572130.0,Individual Contributor,56188,,,1,Male,Caucasian,7/19/1999,Master's degree,On-site,Los Angeles,Single,Full Time
4565639889,2012-07-04,2016-07-08,Edouard,Fullilove,R&D,Prototyping,2826819234.0,44493250.0,3792599203.0,12104572130.0,Individual Contributor,86287,Involuntary,Performance,0,Male,Asian,7/24/1995,Bachelor's degree,Remote,San Francisco,Married,Full Time
4566010041,2017-06-28,,Torrey,Dilliston,Sales,Business Development,2169536929.0,12104572130.0,,,Manager,101989,,,1,Male,Caucasian,2/1/1991,Bachelor's degree,Remote,San Jose,Married,Full Time
4567634356,2020-08-11,,Lucius,Sogg,R&D,Product Design,3313822667.0,574484177.0,9928084959.0,12104572130.0,Individual Contributor,77750,,,1,Male,Asian,10/2/1981,Bachelor's degree,Remote,Fort Worth,Single,Contract
4568338741,2021-03-04,,Karee,Angless,Operations,Logistics,31934668.0,3353867183.0,8375539146.0,12104572130.0,Individual Contributor,84400,,,1,Female,Caucasian,4/12/1986,Bachelor's degree,Remote,Houston,Single,Full Time
4577380856,2014-02-07,,Cesya,Jarret,Finance,Accounting,3947021486.0,3913723636.0,3615825420.0,12104572130.0,Individual Contributor,70821,,,1,Female,Caucasian,5/31/1985,Bachelor's degree,Remote,Philadelphia,Single,Full Time
4578572425,2018-07-09,2020-06-22,Ninetta,Cardiff,Operations,Project Management,1042621318.0,216953146.0,8488156355.0,12104572130.0,Individual Contributor,59660,Voluntary,Found a better opportunity,0,Female,Caucasian,5/1/1997,Bachelor's degree,Remote,Denver,Single,Full Time
4579429269,2021-09-21,,Myrtia,Scolland,Finance,Financial Planning,1330464109.0,9341365400.0,6641422960.0,12104572130.0,Individual Contributor,86350,,,1,Female,Caucasian,9/13/1997,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4579625843,2017-06-29,2018-06-01,Kristoffer,Takkos,Operations,Logistics,4440178400.0,3353867183.0,9452810041.0,12104572130.0,Individual Contributor,50668,Voluntary,Found a better opportunity,0,Male,African American,6/15/1988,Bachelor's degree,Remote,Austin,Single,Full Time
4580758263,2018-12-09,,Efrem,Shanklin,Finance,Accounting,1674257891.0,5350093764.0,6022803528.0,12104572130.0,Individual Contributor,76307,,,1,Male,Caucasian,2/4/1994,Master's degree,Remote,Dallas,Single,Full Time
4585933979,2016-01-24,,Abbi,Carter,Software,QA,5362387004.0,877337451.0,3902693036.0,12104572130.0,Individual Contributor,83672,,,1,Female,Caucasian,3/9/1996,Bachelor's degree,Remote,Chicago,Married,Full Time
4586655743,2016-12-26,,Estrella,Donan,Sales,Business Development,3664844848.0,12104572130.0,,,Manager,73557,,,1,Female,Caucasian,3/21/1982,Bachelor's degree,On-site,Los Angeles,Married,Full Time
4594560695,2014-12-20,,Taylor,Thomerson,Sales,Business Development,3884590873.0,81223024.0,4098218245.0,12104572130.0,Individual Contributor,64728,,,1,Male,Caucasian,8/5/1993,Bachelor's degree,Remote,Austin,Married,Full Time
4598331908,2017-07-21,,Sig,McAndrew,Sales,Account Management,6843610689.0,4776915593.0,2169536929.0,12104572130.0,Individual Contributor,87085,,,1,Male,Caucasian,5/20/1991,Master's degree,Remote,Austin,Single,Full Time
4605274318,2013-02-05,2013-11-28,Davide,McKeighan,Marketing,Marketing Research,6790368933.0,4790098732.0,2813655685.0,12104572130.0,Individual Contributor,86957,Voluntary,Found a better opportunity,0,Male,Asian,1/25/1986,Master's degree,Remote,Boston,Single,Full Time
4605426642,2015-06-27,2017-06-16,Keith,Dellenty,Product Development,Product Marketing,4035778101.0,2316448272.0,12104572130.0,,Team Lead,106317,Voluntary,More flexible benefits,0,Male,Asian,4/11/1987,Bachelor's degree,On-site,San Francisco,Single,Full Time
4606260682,2015-12-22,,Hedi,Threader,Software,QA,3808094939.0,8277660536.0,9451957864.0,12104572130.0,Individual Contributor,106398,,,1,Female,Caucasian,6/12/1981,Bachelor's degree,Remote,San Diego,Single,Full Time
4609895564,2013-05-24,,Harmon,Van der Hoeven,Administration,Facilities,1055389029.0,12104572130.0,,,Manager,82289,,,1,Male,Caucasian,9/19/1997,Bachelor's degree,On-site,San Francisco,Single,Full Time
4611812452,2016-12-16,,Allan,Chalkly,Software,Technical Support,4917030504.0,9488217779.0,7708606215.0,12104572130.0,Individual Contributor,94768,,,1,Male,Caucasian,10/3/1993,Master's degree,Remote,Charlotte,Married,Full Time
4612878430,2021-02-23,,Dominick,Comoletti,Marketing,Advertising,285196675.0,3901305303.0,1949400041.0,12104572130.0,Individual Contributor,77997,,,1,Male,Native American,11/9/1983,Bachelor's degree,Remote,Washington DC,Single,Full Time
4613495062,2020-01-14,,Isadora,Peepall,Marketing,Advertising,9374294983.0,860076941.0,4092540016.0,12104572130.0,Individual Contributor,63303,,,1,Female,Caucasian,4/22/1983,Bachelor's degree,Remote,New York,Single,Full Time
4615310098,2015-10-02,,Ellissa,Cota,Software,Technical Support,3924214162.0,1896476846.0,6372547560.0,12104572130.0,Individual Contributor,86698,,,1,Female,Other,8/19/1985,Bachelor's degree,Remote,San Antonio,Single,Full Time
4615470635,2015-09-01,2017-05-12,Laureen,Brasseur,Finance,Financial Planning,1674257891.0,8876294130.0,7504010968.0,12104572130.0,Individual Contributor,72508,Involuntary,Performance,0,Female,Caucasian,3/28/1999,Bachelor's degree,Remote,Washington DC,Single,Full Time
4615825066,2015-07-29,,Katya,Lynn,Software,QA,4010480920.0,1583872264.0,1327507817.0,12104572130.0,Individual Contributor,79508,,,1,Female,Caucasian,7/28/1996,Bachelor's degree,Remote,Philadelphia,Single,Full Time
4617286180,2012-08-26,,Kaitlin,Mussilli,HR,Benefits,8228676841.0,9663064631.0,2874824995.0,12104572130.0,Individual Contributor,80940,,,1,Female,Caucasian,3/16/1992,Bachelor's degree,On-site,San Francisco,Single,Full Time
4618795010,2014-05-24,,Reider,McKelvie,Sales,Business Development,2188325953.0,12104572130.0,,,Manager,89994,,,1,Male,Caucasian,8/1/1985,Master's degree,Remote,Indianapolis,Single,Full Time
4623302049,2019-01-26,,Gilda,Sheepy,Software,QA,5200779776.0,1371430516.0,9368442131.0,12104572130.0,Individual Contributor,86123,,,1,Female,Caucasian,3/27/1965,Master's degree,Remote,Charlotte,Married,Full Time
4627149347,2021-05-30,2021-07-26,Barty,Milsted,Product Development,Project Management,2372871770.0,3002121194.0,2316448272.0,12104572130.0,Individual Contributor,79735,Voluntary,Better salary,0,Male,Caucasian,5/5/1984,Bachelor's degree,Remote,Austin,Single,Full Time
4627696602,2018-01-12,,Virge,Pharrow,Finance,Accounting,3905225288.0,2793295523.0,12104572130.0,,Team Lead,77736,,,1,Male,Caucasian,2/15/1995,Bachelor's degree,Remote,New York,Single,Full Time
4634785371,2020-08-12,2021-04-08,Brit,Tiddeman,R&D,Product Design,1490454440.0,574484177.0,3314524903.0,12104572130.0,Individual Contributor,81799,Voluntary,Better salary,0,Female,Caucasian,2/5/1967,Master's degree,Remote,Denver,Married,Full Time
4638492131,2021-04-28,,Cyndi,Chrismas,HR,Recruiting,1358690858.0,1122783933.0,302887809.0,12104572130.0,Individual Contributor,60447,,,1,Female,Caucasian,2/5/1986,Master's degree,On-site,Dallas,Single,Full Time
4640482472,2015-04-19,2019-04-04,Janessa,Pegler,Marketing,Advertising,5207901096.0,2813655685.0,12104572130.0,,Team Lead,76471,Voluntary,More flexible benefits,0,Female,Caucasian,2/20/2001,Bachelor's degree,Remote,Charlotte,Single,Full Time
4641335594,2020-03-12,,Alvin,Reignould,Finance,Accounting,6585567406.0,3428885937.0,7504010968.0,12104572130.0,Individual Contributor,94046,,,1,Male,Caucasian,7/2/1975,Bachelor's degree,On-site,San Francisco,Married,Full Time
4645585274,2016-06-27,,Byran,Rentalll,Software,Technical Support,7297337598.0,5959242695.0,12104572130.0,,Team Lead,100324,,,1,Male,Caucasian,9/5/1989,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4647191204,2021-01-22,,Theodosia,Whalley,Customer Service,Technical Support,9705951632.0,4701018058.0,9657388599.0,12104572130.0,Individual Contributor,64076,,,1,Female,Caucasian,12/12/1981,Bachelor's degree,Remote,Washington DC,Single,Full Time
4650676764,2015-11-14,,Jory,Cockitt,Legal,Litigation,6916377962.0,1490361837.0,2591261030.0,12104572130.0,Individual Contributor,94073,,,1,Male,Caucasian,1/8/1970,Bachelor's degree,On-site,San Francisco,Married,Full Time
4652731474,2012-11-11,,Hanny,Hars,Software,QA,6969442245.0,2171022254.0,5942974370.0,12104572130.0,Individual Contributor,87067,,,1,Female,Hispanic,6/27/1969,Bachelor's degree,Remote,Phoenix,Married,Full Time
4652935269,2019-05-03,,Germayne,Klimczak,Sales,Account Management,8193341594.0,8374364807.0,2169536929.0,12104572130.0,Individual Contributor,65168,,,1,Male,Caucasian,8/8/1994,Bachelor's degree,Remote,Seattle,Single,Full Time
4655575839,2017-12-07,,Clerkclaude,Cholwell,Sales,Account Management,3547845505.0,3786575563.0,5701309242.0,12104572130.0,Individual Contributor,80495,,,1,Male,Caucasian,2/16/1992,Bachelor's degree,Remote,Phoenix,Married,Full Time
4657616823,2013-05-03,,Heddie,Ollive,Software,QA,642542467.0,3159687889.0,12104572130.0,,Team Lead,106076,,,1,Female,Caucasian,11/12/1962,Master's degree,On-site,San Francisco,Married,Full Time
4658623806,2018-02-04,,Tamar,Killen,Procurement,Supply Chain,3058049214.0,7582291716.0,822744718.0,12104572130.0,Individual Contributor,73878,,,1,Female,Caucasian,5/27/1987,Master's degree,Remote,Charlotte,Single,Full Time
4661273337,2015-06-21,,Kristal,Rapaport,Customer Service,Technical Support,6367159762.0,3800737707.0,9657388599.0,12104572130.0,Individual Contributor,63751,,,1,Female,Caucasian,10/10/1984,Associate's degree,Remote,Houston,Single,Full Time
4671987016,2019-09-02,,Moina,Blakeley,Sales,Sales Operations,5459247260.0,4318439948.0,4932459135.0,12104572130.0,Individual Contributor,72596,,,1,Female,Caucasian,10/27/1994,Master's degree,Remote,San Diego,Single,Full Time
4675742226,2017-02-20,,Fidole,Sowthcote,HR,Recruiting,19611331.0,6054796568.0,2874824995.0,12104572130.0,Individual Contributor,69046,,,1,Male,Caucasian,9/28/1994,Bachelor's degree,Remote,San Francisco,Single,Full Time
4678848998,2015-05-01,,Georgina,Shuttell,Administration,Facilities,8834412962.0,4096113579.0,1055389029.0,12104572130.0,Individual Contributor,73893,,,1,Female,Asian,6/1/1967,Bachelor's degree,Remote,New York,Married,Full Time
4679790997,2021-08-07,2021-09-16,Calhoun,Rosenfrucht,Marketing,Advertising,796361013.0,3901305303.0,9743222543.0,12104572130.0,Individual Contributor,77549,Involuntary,Budget cuts,0,Male,Hispanic,9/15/1984,Bachelor's degree,Remote,Boston,Single,Full Time
4684048167,2016-01-22,,Julie,Liepins,Procurement,Procurement,2061244656.0,6827380667.0,4284772434.0,12104572130.0,Individual Contributor,73864,,,1,Female,Caucasian,6/14/1989,Bachelor's degree,Remote,New York,Single,Full Time
4689425148,2012-01-01,,Marten,Saltmarsh,Legal,Corporate Law,8466707201.0,3180541437.0,2591261030.0,12104572130.0,Individual Contributor,104425,,,1,Male,Caucasian,11/14/1991,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4691268378,2016-11-08,,Desmond,Scammell,Finance,Auditing,12104572130.0,,,,Director,104012,,,1,Male,Caucasian,2/4/1992,Bachelor's degree,Remote,Chicago,Single,Full Time
4691487226,2021-03-22,,Grenville,Daftor,R&D,Product Design,12104572130.0,,,,Director,124405,,,1,Male,Caucasian,2/18/1982,Bachelor's degree,On-site,Los Angeles,Single,Full Time
4692044646,2018-10-10,,Wallache,Ivashkin,Procurement,Supply Chain,9111893546.0,1055062301.0,822744718.0,12104572130.0,Individual Contributor,62920,,,1,Male,Caucasian,3/10/1990,Bachelor's degree,Remote,Dallas,Single,Full Time
4701018058,2019-01-20,,Elsie,Dessaur,Customer Service,Account Management,9657388599.0,12104572130.0,,,Manager,78932,,,1,Female,Caucasian,12/13/1992,Master's degree,Remote,Phoenix,Single,Full Time
